,Statute,OffenseDescription,OffenseDescription2,OffenseType
36647,9--64-100A,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36648,9--76-160-B,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36649,9--76-160-F,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36650,9-+640130-A,Other offense,Other public order offense,Public order offense
36651,9-0-030-D,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36652,9-0-250,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36653,9-02-120,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36654,9-024-010(B),Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36655,9-03-050,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36656,9-04-010,Disorderly conduct,Disorderly conduct,Public order offense
36657,9-04-170,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
36658,9-08-010(C),Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36659,9-08-020-C,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36660,9-080-130B,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36661,9-080-1C0,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36662,9-08020,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36663,9-1-11(A),Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
36664,9-1-5/11-501-A-2,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36665,9-1-5/11-503-A-1,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36666,9-1-5/12-603.1,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36667,9-1-5/12-603.1    TH 448-823,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36668,9-1-5/21-2-A,Criminal trespass to vehicles,Vehicular invasion/trespass to vehicle,Propert offense
36669,9-1-5/3-701,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36670,9-1-5/3-707,Driving without insurance,Other vehicle-related offense,DUI/vehicle offense
36671,9-1-5/3-707           TN566401,Driving without insurance,Other vehicle-related offense,DUI/vehicle offense
36672,9-1-5/6-101,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36673,9-1-5/6-112,Other offense,Other public order offense,Public order offense
36674,9-1-5/6-303-A,Driving on suspended license,Driving on a suspended license,DUI/vehicle offense
36675,9-10-170,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36676,9-10-200-B,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36677,9-104-020,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36678,9-108-070,Other offense,Other public order offense,Public order offense
36679,9-11-1204(B),Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36680,9-11-1505,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36681,9-11-203,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36682,9-11-501-A-2,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36683,9-11-502-A,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36684,9-11-601.5(A),Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36685,9-11-601(B),Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36686,9-110-200-B,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36687,9-112-020,Other offense,Other public order offense,Public order offense
36688,9-112-170,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36689,9-112-340,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36690,9-112-460,Other offense,Other public order offense,Public order offense
36691,9-112-640,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36692,9-113.02,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36693,9-114-020,Other offense,Other public order offense,Public order offense
36694,9-115-250,Other offense,Other public order offense,Public order offense
36695,9-12-010(A),Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36696,9-12-020-B,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36697,9-12-020(A),Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36698,9-12-030,Other offense,Other public order offense,Public order offense
36699,9-12-040(A),Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36700,9-12-050,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36701,9-12-050 (B),Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36702,9-12-050 B,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36703,9-12-050-6,Other offense,Other public order offense,Public order offense
36704,9-12-050-B,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36705,9-12-050-B         TH390055,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36706,9-12-050-B01-A-2,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36707,9-12-050(A),Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36708,9-12-050(B),Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36709,9-12-050(B)           TN566400,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36710,9-12-050(B)          TH373136,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36711,9-12-050(B)          TK114871,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36712,9-12-050(B)         TH078408,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36713,9-12-050(B)         TK-046-750,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36714,9-12-050(B)         TK-135-440,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36715,9-12-050(B)         TK283896,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36716,9-12-050(B)         TN655134,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36717,9-12-050(B)        TH570744,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36718,9-12-050(B)        TH591674,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36719,9-12-050(B)        TK140595,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36720,9-12-050(B)        TK275410,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36721,9-12-050(B)        TN006400,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36722,9-12-050(B)        TN454154,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36723,9-12-050(B)        TN723692,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36724,9-12-050(B)       TH580626,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36725,9-12-050(B)       TH588772,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36726,9-12-050(B)       TK 077 107,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36727,9-12-050(B)       TK-081-367,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36728,9-12-050(B)       TK127279,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36729,9-12-050(B)       TK283657,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36730,9-12-050(B)      TH 562-244,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36731,9-12-050(B)     TN-376-346,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36732,9-12-050(B)     TN-568-062,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36733,9-12-050(B)     TN-666-757,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36734,9-12-050(B)    TN-650-516,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36735,9-12-050(B)   TH625473,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36736,9-12-050(B)   TK198072,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36737,9-12-050(B)   TN065179,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36738,9-12-050(B)  TH 614 794,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36739,9-12-050(B)  TH-409-121,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36740,9-12-050(B)  TN414934,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36741,9-12-050(B) TICKET NOT RECEIVED,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36742,9-12-050(B) TN573514,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36743,9-12-050(B) TN598681,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36744,9-12-050(B) TN718185,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36745,9-12-050(B) TN719560,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36746,9-12-050(B) TN748863,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36747,9-12-050(C),Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36748,9-12-050B,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36749,9-12-050B             TH292426,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36750,9-12-050B             TH568172,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36751,9-12-050B             TK094499,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36752,9-12-050B            TH442821,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36753,9-12-050B          TH567032,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36754,9-12-050B          TH568048,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36755,9-12-050B          TK277200,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36756,9-12-050B         TK094494,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36757,9-12-060-A,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36758,9-12-060-B,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36759,9-12-060(A),Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36760,9-12-060(B),Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36761,9-12-060(D),Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36762,9-12-070,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36763,9-12-070           TK168163,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36764,9-12-070-A,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36765,9-12-070-B,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36766,9-12-070(A),Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36767,9-12-070(A)         TN603632,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36768,9-12-070(A)    TH 500-788,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36769,9-12-070A,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36770,9-12-080,Other offense,Other public order offense,Public order offense
36771,9-12-080  ),Other offense,Other public order offense,Public order offense
36772,9-12-150-B,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36773,9-12-150(B),Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36774,9-12-211,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
36775,9-12-50(B)       TK251345,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
